_id,RSN,YEAR REGISTERED,YEAR BUILT,YEAR EVALUATED,PROPERTY TYPE,WARD,WARDNAME,SITE ADDRESS,CONFIRMED STOREYS,CONFIRMED UNITS,EVALUATION COMPLETED ON,CURRENT BUILDING EVAL SCORE,PROACTIVE BUILDING SCORE,CURRENT REACTIVE SCORE,NO OF AREAS EVALUATED,NUMBERING OF PROPERTY,EXTERIOR GROUNDS,FENCING,RETAINING WALLS,CATCH BASINS / STORM DRAINAGE,BUILDING EXTERIOR,BALCONY GUARDS,WINDOWS,EXT. RECEPTACLE STORAGE AREA,EXTERIOR WALKWAYS,CLOTHING DROP BOXES,ACCESSORY BUILDINGS,INTERCOM,EMERGENCY CONTACT SIGN,LOBBY - WALLS AND CEILING,LOBBY FLOORS,LAUNDRY ROOM,INT. RECEPTACLE STORAGE AREA,MAIL RECEPTACLES,EXTERIOR DOORS,STORAGE AREAS/LOCKERS MAINT.,POOLS,OTHER AMENITIES,PARKING AREAS,ABANDONED EQUIP./DERELICT VEH.,GARBAGE/COMPACTOR ROOM,ELEVATOR MAINTENANCE,ELEVATOR COSMETICS,INT. HALLWAY - WALLS / CEILING,INTERIOR HALLWAY FLOORS,INT. LOBBY / HALLWAY LIGHTING,COMMON AREA VENTILATION,ELECTRICAL SERVICES / OUTLETS,CHUTE ROOMS - MAINTENANCE,STAIRWELL - WALLS AND CEILING,STAIRWELL - LANDING AND STEPS,STAIRWELL LIGHTING,INT. HANDRAIL / GUARD - SAFETY,INT. HANDRAIL / GUARD - MAINT.,GRAFFITI,BUILDING CLEANLINESS,COMMON AREA PESTS,TENANT NOTIFICATION BOARD,PEST CONTROL LOG,MAINTENANCE LOG,CLEANING LOG,VITAL SERVICE PLAN,ELECTRICAL SAFETY PLAN,STATE OF GOOD REPAIR PLAN,TENANT SERVICE REQUEST LOG,GRID,LATITUDE,LONGITUDE,X,Y
2155,4153146,2017,1915,2024,PRIVATE,09,Davenport,1182 QUEEN ST W,3,25,2024-08-02,45,46,-1,32,1,1,N/A,N/A,N/A,1,N/A,1,1,1,N/A,N/A,3,1,1,1,N/A,N/A,3,2,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,1,1,1,N/A,N/A,N/A,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,S0937,43.64301583,-79.42580113,310770.385,4833455.456
2156,4153035,2017,1910,2023,SOCIAL HOUSING,04,Parkdale-High Park,1387 QUEEN ST W,4,23,2023-10-02,78,78,0,37,3,2,2,2,N/A,2,N/A,2,2,2,N/A,N/A,3,3,2,2,3,N/A,3,2,3,N/A,N/A,N/A,3,N/A,N/A,N/A,2,2,3,N/A,3,N/A,2,3,3,1,3,2,2,3,3,1,1,3,1,1,1,3,S0436,43.64042552,-79.43622441,309929.667,4833167.036
2157,4153035,2017,1910,2025,SOCIAL HOUSING,04,Parkdale-High Park,1387 QUEEN ST W,4,23,2025-06-20,91,92,-1,37,3,3,3,3,3,3,N/A,3,2,1,N/A,N/A,3,3,3,3,3,N/A,3,2,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,S0436,43.64042552,-79.43622441,309929.667,4833167.036
2158,4153027,2017,1917,2024,PRIVATE,04,Parkdale-High Park,1479 QUEEN ST W,3,11,2024-07-12,83,83,0,30,3,N/A,N/A,N/A,N/A,2,N/A,3,3,N/A,N/A,N/A,3,3,2,3,N/A,N/A,3,2,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,3,3,2,N/A,N/A,N/A,2,2,3,1,2,2,2,3,3,3,3,1,3,1,3,1,S0436,43.63991205,-79.43936153,309675.403,4833106.528
2159,5285930,,,2023,PRIVATE,04,Parkdale-High Park,1496 QUEEN ST W,4,12,2023-10-30,79,79,0,36,1,N/A,N/A,N/A,3,1,N/A,3,N/A,N/A,N/A,2,3,3,2,3,N/A,N/A,3,3,N/A,N/A,2,N/A,3,N/A,3,2,1,1,3,3,3,N/A,1,2,3,3,2,1,2,3,1,2,1,2,3,1,3,1,S0435,43.64061438,-79.43784864,309798.608,4833187.926
2160,5285930,,,2025,PRIVATE,04,Parkdale-High Park,1496 QUEEN ST W,4,12,2025-06-19,90,90,0,37,3,3,N/A,N/A,N/A,2,N/A,3,N/A,2,N/A,N/A,3,3,3,3,N/A,2,3,3,N/A,N/A,N/A,N/A,3,3,3,3,2,3,3,3,3,N/A,2,3,3,2,3,1,3,3,3,1,1,1,3,1,3,1,S0435,43.64061438,-79.43784864,309798.608,4833187.926
2161,4153009,2017,1912,2025,PRIVATE,04,Parkdale-High Park,1501 QUEEN ST W,3,38,2025-06-25,74,75,-1,37,3,1,3,3,N/A,1,2,2,2,1,N/A,N/A,3,3,2,2,2,N/A,3,2,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,2,2,1,N/A,3,N/A,3,3,3,3,1,3,1,3,3,1,1,1,1,1,1,1,S0436,43.63960745,-79.44090324,309552.238,4833075.896
2162,4153009,2017,1912,2023,PRIVATE,04,Parkdale-High Park,1501 QUEEN ST W,3,38,2023-10-18,77,77,0,34,3,2,3,N/A,3,2,N/A,2,1,2,N/A,N/A,3,3,2,2,N/A,N/A,2,2,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,1,2,2,N/A,N/A,N/A,1,2,3,3,2,1,1,3,3,3,3,1,3,1,3,3,S0436,43.63960745,-79.44090324,309552.238,4833075.896
2163,4153005,2017,1900,2024,PRIVATE,04,Parkdale-High Park,1609 QUEEN ST W,3,41,2024-07-12,83,83,0,34,3,3,3,N/A,N/A,2,N/A,3,3,N/A,N/A,N/A,3,1,3,3,2,N/A,3,2,N/A,N/A,N/A,2,3,N/A,N/A,N/A,2,3,3,N/A,N/A,N/A,2,2,3,3,3,3,3,3,3,3,3,1,1,1,1,3,S0436,43.63873025,-79.44444206,309266.777,4832978.253
2164,4153004,2017,1900,2023,PRIVATE,04,Parkdale-High Park,1621 QUEEN ST W,6,74,2023-10-27,77,77,0,39,3,1,3,N/A,3,1,N/A,2,3,2,N/A,N/A,3,2,3,2,2,N/A,3,3,N/A,N/A,N/A,2,3,N/A,3,1,2,1,2,N/A,3,N/A,2,2,2,3,2,2,1,3,3,1,1,1,3,1,3,2,S0436,43.63876969,-79.44488049,309231.4,4832982.61
2165,4153004,2017,1900,2025,PRIVATE,04,Parkdale-High Park,1621 QUEEN ST W,6,74,2025-06-23,90,90,0,39,3,3,3,N/A,3,1,N/A,3,1,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,3,3,3,3,3,N/A,3,N/A,3,2,3,3,2,3,3,3,2,1,3,1,3,1,3,3,S0436,43.63876969,-79.44488049,309231.4,4832982.61
2166,4153003,2017,1922,2024,PRIVATE,04,Parkdale-High Park,1623 QUEEN ST W,4,42,2024-07-17,86,86,0,37,3,3,3,2,3,1,N/A,2,2,3,N/A,N/A,3,3,3,3,3,N/A,3,3,2,N/A,N/A,N/A,3,N/A,N/A,N/A,2,2,3,N/A,N/A,N/A,2,3,3,1,3,3,3,3,3,3,1,3,3,2,3,1,S0436,43.63877286,-79.44521128,309204.71,4832982.945
2167,4155150,2017,1950,2024,PRIVATE,05,York South-Weston,166 QUEENS DR,3,11,2024-08-09,90,90,0,38,3,3,3,N/A,N/A,3,N/A,3,3,3,N/A,N/A,3,1,3,3,3,N/A,3,3,3,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,W0525,43.70653193,-79.51058361,303931.264,4840509.34
2168,4155468,2017,1994,2023,TCHC,01,Etobicoke North,900 QUEENS PLATE DR,16,204,2023-07-20,84,84,0,41,2,2,N/A,N/A,3,2,3,3,N/A,3,N/A,N/A,3,3,3,3,2,N/A,3,2,N/A,N/A,N/A,1,3,2,3,2,2,2,2,3,3,2,1,2,2,3,2,1,1,3,3,3,3,1,3,3,3,3,W0127,43.72000388,-79.60337253,296449.206,4842001.861
2169,4155468,2017,1994,2025,TCHC,01,Etobicoke North,900 QUEENS PLATE DR,16,204,2025-11-11,94,94,0,44,3,3,3,N/A,3,2,3,3,1,3,3,N/A,3,3,3,3,3,N/A,3,1,N/A,N/A,N/A,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0127,43.72000388,-79.60337253,296449.206,4842001.861
2170,4153376,2017,1987,2024,PRIVATE,10,Spadina-Fort York,350 QUEENS QUAY W,19,228,2024-09-16,99,99,0,44,3,3,N/A,N/A,N/A,3,N/A,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1036,43.63867889,-79.38914978,313727.979,4832976.873
2171,4166900,2017,1987,2024,PRIVATE,10,Spadina-Fort York,390 QUEENS QUAY W,21,289,2024-09-16,99,99,0,44,3,3,N/A,N/A,N/A,3,N/A,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1036,43.6382662,-79.390236,313604.244,4832915.083
2172,4153124,2017,1988,2024,TCHC,10,Spadina-Fort York,679 QUEENS QUAY W,6,106,2024-09-11,80,80,0,45,3,3,2,1,3,1,2,2,3,1,N/A,N/A,3,3,3,3,2,N/A,3,1,N/A,N/A,3,1,3,2,3,3,1,2,1,3,3,3,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,3,S1035,43.63458296,-79.40000769,312854.726,4832511.104
2173,4167451,2017,1990,2024,TCHC,10,Spadina-Fort York,125 QUEENS WHARF RD,7,73,2024-09-04,82,82,0,43,3,3,3,3,3,2,3,2,N/A,3,N/A,N/A,3,3,2,3,2,N/A,3,3,N/A,N/A,N/A,2,1,2,3,1,1,2,3,3,1,3,1,1,1,3,1,1,1,3,3,3,3,3,3,3,3,3,S1035,43.63989015,-79.39933353,,
2174,4155402,2017,1970,2024,PRIVATE,02,Etobicoke Centre,1 RABBIT LANE,7,33,2024-07-30,79,79,0,45,3,2,3,3,3,2,3,2,2,3,N/A,2,3,1,3,3,2,N/A,3,3,N/A,N/A,N/A,2,3,3,3,3,3,3,3,1,3,3,2,3,1,1,3,3,3,3,1,1,1,1,1,1,1,2,W0226,43.6583928,-79.56758077,299333.331,4835163.389
2175,4154936,2017,1930,2023,PRIVATE,12,Toronto-St. Paul's,17 RAGLAN AVE,4,16,2023-09-27,90,90,0,37,3,3,2,3,3,2,N/A,3,2,3,N/A,N/A,3,3,3,2,N/A,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,2,3,3,3,3,N/A,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,S1229,43.6838602,-79.41952205,311272.552,4837993.57
2176,4154936,2017,1930,2025,PRIVATE,12,Toronto-St. Paul's,17 RAGLAN AVE,4,16,2025-10-02,87,87,0,31,3,3,3,N/A,N/A,2,N/A,2,3,3,N/A,N/A,3,1,2,3,N/A,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,1,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,S1229,43.6838602,-79.41952205,311272.552,4837993.57
2177,4154937,2017,1930,2023,PRIVATE,12,Toronto-St. Paul's,21 RAGLAN AVE,3,12,2023-10-17,87,87,0,35,3,2,3,N/A,N/A,2,N/A,3,2,3,N/A,N/A,3,2,3,3,N/A,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,3,3,3,3,3,N/A,2,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,S1229,43.68395836,-79.41957803,311268.028,4838004.472
2178,4154937,2017,1930,2025,PRIVATE,12,Toronto-St. Paul's,21 RAGLAN AVE,3,12,2025-10-02,90,90,0,34,3,3,2,N/A,N/A,1,N/A,3,2,3,N/A,N/A,3,1,3,3,N/A,N/A,3,3,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,S1229,43.68395836,-79.41957803,311268.028,4838004.472
2179,4154938,2017,1967,2024,PRIVATE,12,Toronto-St. Paul's,39 RAGLAN AVE,9,101,2024-09-20,86,86,0,44,3,2,3,N/A,3,2,2,3,2,1,N/A,N/A,3,3,3,3,3,N/A,3,3,2,N/A,N/A,1,1,2,3,3,3,3,3,3,3,3,3,2,3,1,2,3,3,3,3,3,3,3,3,3,3,3,S1229,43.68477434,-79.41994844,311238.08,4838095.101
2180,4154963,2017,1960,2023,PRIVATE,12,Toronto-St. Paul's,40 RAGLAN AVE,7,61,2023-10-31,85,85,0,41,3,2,N/A,3,3,2,3,2,3,2,N/A,N/A,3,3,3,3,2,N/A,2,2,N/A,N/A,N/A,2,3,N/A,3,3,2,2,3,2,2,N/A,2,1,3,3,3,3,3,3,2,3,3,3,3,3,3,3,S1229,43.68419461,-79.42038896,311202.622,4838030.657
2181,4154963,2017,1960,2025,PRIVATE,12,Toronto-St. Paul's,40 RAGLAN AVE,7,61,2025-10-02,92,92,0,40,3,3,3,N/A,N/A,2,N/A,3,2,3,N/A,N/A,3,3,2,3,3,N/A,2,2,2,N/A,N/A,2,3,N/A,3,3,2,3,3,3,3,N/A,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1229,43.68419461,-79.42038896,311202.622,4838030.657
2182,4154962,2018,1928,2023,PRIVATE,12,Toronto-St. Paul's,50 RAGLAN AVE,4,32,2023-10-17,69,69,0,38,3,2,3,2,3,1,N/A,2,2,2,N/A,N/A,3,1,3,3,N/A,N/A,3,1,N/A,N/A,N/A,3,3,N/A,N/A,N/A,1,2,1,3,2,N/A,2,2,2,2,2,1,1,3,1,1,1,1,1,1,1,1,S1229,43.68445694,-79.42055452,311189.247,4838059.79
2183,4154962,2018,1928,2025,PRIVATE,12,Toronto-St. Paul's,50 RAGLAN AVE,4,32,2025-10-03,81,81,0,34,3,2,2,N/A,N/A,2,N/A,2,2,3,N/A,N/A,2,1,2,2,N/A,N/A,3,1,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,1,3,3,N/A,3,N/A,2,3,3,2,1,3,2,3,3,3,3,3,3,3,3,3,S1229,43.68445694,-79.42055452,311189.247,4838059.79
2184,4154961,2017,1960,2024,PRIVATE,12,Toronto-St. Paul's,54 RAGLAN AVE,4,16,2024-06-24,96,96,0,39,3,2,3,3,3,3,N/A,2,2,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,2,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1229,43.68452308,-79.42052815,311191.367,4838067.141
2185,4154960,2017,1967,2025,PRIVATE,12,Toronto-St. Paul's,100 RAGLAN AVE,13,230,2025-10-14,87,87,0,45,3,3,3,3,3,2,3,2,2,3,N/A,N/A,3,3,3,3,2,N/A,3,3,3,N/A,N/A,1,1,3,3,2,2,3,3,2,3,3,2,2,3,3,2,3,3,3,2,3,1,1,2,3,3,3,S1229,43.68544031,-79.42092292,311159.446,4838169.018
2186,4154960,2017,1967,2023,PRIVATE,12,Toronto-St. Paul's,100 RAGLAN AVE,13,230,2023-09-01,86,86,0,45,3,3,3,2,3,1,2,3,3,3,N/A,N/A,3,3,2,2,2,N/A,3,3,2,N/A,N/A,2,3,3,3,3,3,2,2,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,1,1,1,3,S1229,43.68544031,-79.42092292,311159.446,4838169.018
2187,4154939,2017,1965,2025,PRIVATE,12,Toronto-St. Paul's,105 RAGLAN AVE,6,34,2025-10-03,86,86,0,43,3,1,1,3,3,3,3,3,2,3,N/A,N/A,3,2,3,3,2,N/A,3,3,2,N/A,N/A,2,2,N/A,3,3,2,3,2,2,3,N/A,2,3,2,3,2,3,2,3,1,3,3,3,3,1,3,3,S1229,43.6862572,-79.4205091,311192.988,4838258.855
2188,4154939,2017,1965,2023,PRIVATE,12,Toronto-St. Paul's,105 RAGLAN AVE,6,34,2023-11-22,93,93,0,42,3,2,1,3,2,2,3,3,3,3,N/A,N/A,3,3,3,3,2,N/A,3,3,N/A,N/A,N/A,2,3,N/A,3,3,3,3,1,3,3,N/A,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,S1229,43.6862572,-79.4205091,311192.988,4838258.855
2189,4154940,2017,1967,2025,PRIVATE,12,Toronto-St. Paul's,111 RAGLAN AVE,23,175,2025-10-15,79,80,-1,46,3,2,2,3,3,2,3,3,1,3,N/A,N/A,3,1,3,3,2,N/A,3,2,N/A,3,3,1,2,2,3,2,2,3,3,1,3,1,2,2,3,1,2,2,2,2,3,3,3,3,3,3,3,3,S1229,43.6866285,-79.42072234,311175.759,4838300.092
2190,4154940,2017,1967,2023,PRIVATE,12,Toronto-St. Paul's,111 RAGLAN AVE,23,175,2023-07-26,86,86,0,47,3,3,3,3,2,2,3,3,2,2,N/A,N/A,3,3,3,2,2,N/A,3,2,3,2,3,2,3,3,3,3,2,3,3,3,3,2,2,2,2,1,3,2,2,3,3,3,3,3,3,3,3,3,S1229,43.6866285,-79.42072234,311175.759,4838300.092
2191,4154981,2017,1963,2024,PRIVATE,12,Toronto-St. Paul's,120 RAGLAN AVE,9,175,2024-08-29,89,90,-1,45,3,3,2,N/A,3,2,3,3,3,2,2,N/A,3,3,3,3,3,N/A,3,2,2,N/A,N/A,2,3,2,3,2,2,3,3,3,3,3,2,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3,S1229,43.6866665,-79.42135903,311124.424,4838304.266
2192,4154539,2018,1960,2024,PRIVATE,08,Eglinton-Lawrence,102 RAJAH ST,3,12,2024-07-19,65,65,0,35,3,1,N/A,N/A,N/A,1,1,1,2,2,N/A,N/A,N/A,3,2,3,1,N/A,2,2,N/A,N/A,N/A,2,3,N/A,N/A,N/A,1,1,2,N/A,2,N/A,1,3,3,3,2,3,1,3,1,1,1,3,1,1,1,3,N0823,43.7304832,-79.4386711,309724.963,4843171.886
2193,4154538,2017,1967,2024,PRIVATE,08,Eglinton-Lawrence,104 RAJAH ST,3,11,2024-07-18,90,90,0,39,3,3,2,N/A,N/A,2,2,3,N/A,3,N/A,N/A,2,3,2,3,2,3,3,3,3,N/A,N/A,3,3,3,N/A,N/A,2,2,3,N/A,3,N/A,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,N0823,43.73067019,-79.43873708,309719.632,4843192.656
2194,4154537,2017,1957,2024,PRIVATE,08,Eglinton-Lawrence,108 RAJAH ST,3,12,2024-07-19,83,83,0,36,2,3,N/A,N/A,N/A,1,3,3,3,2,N/A,N/A,3,3,2,3,3,N/A,3,3,N/A,N/A,N/A,1,0,N/A,N/A,N/A,2,3,3,N/A,3,N/A,2,3,3,3,3,3,3,3,3,2,2,3,1,1,1,3,N0823,43.7310241,-79.43881577,309713.264,4843231.969
2195,4154536,2017,1957,2025,PRIVATE,08,Eglinton-Lawrence,110 RAJAH ST,3,12,2025-10-28,63,64,-1,37,3,1,2,2,3,2,N/A,1,1,2,N/A,N/A,1,3,2,2,1,N/A,3,1,N/A,N/A,N/A,1,3,N/A,N/A,N/A,1,2,1,N/A,N/A,N/A,1,1,3,3,1,3,3,3,1,3,1,1,3,1,1,1,N0823,43.73125641,-79.43881907,309712.979,4843257.778
2196,4154536,2017,1957,2023,PRIVATE,08,Eglinton-Lawrence,110 RAJAH ST,3,12,2023-08-28,81,81,0,37,3,3,N/A,N/A,3,2,N/A,2,2,3,N/A,2,2,3,2,3,2,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,2,2,3,N/A,3,N/A,3,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,N0823,43.73125641,-79.43881907,309712.979,4843257.778
2197,4154535,2017,1957,2025,PRIVATE,08,Eglinton-Lawrence,112 RAJAH ST,3,12,2025-10-28,74,74,0,38,3,2,1,2,3,2,2,3,1,2,N/A,N/A,3,3,2,2,2,N/A,3,3,N/A,N/A,N/A,1,3,N/A,N/A,N/A,2,2,1,N/A,N/A,N/A,2,1,3,3,1,3,2,3,1,3,1,1,3,1,1,1,N0823,43.73150393,-79.43892371,309704.529,4843285.27
2198,4154535,2017,1957,2023,PRIVATE,08,Eglinton-Lawrence,112 RAJAH ST,3,12,2023-08-28,82,82,0,39,3,3,2,N/A,3,2,2,3,2,2,N/A,2,3,3,2,3,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,2,2,3,N/A,3,N/A,2,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,N0823,43.73150393,-79.43892371,309704.529,4843285.27
2199,4152925,2017,1994,2025,TCHC,09,Davenport,11 RANDOLPH AVE,6,95,2025-06-17,88,88,0,46,3,3,1,3,3,2,2,1,3,3,N/A,N/A,3,3,2,2,3,3,2,3,2,N/A,N/A,2,3,2,3,2,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S0929,43.6582904,-79.45020777,308800.29,4835150.998
2200,4152925,2017,1994,2023,TCHC,09,Davenport,11 RANDOLPH AVE,6,95,2023-10-24,92,92,0,47,3,2,2,3,3,2,3,3,3,3,N/A,N/A,3,3,2,2,3,3,2,3,2,N/A,3,2,3,3,3,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,S0929,43.6582904,-79.45020777,308800.29,4835150.998
2201,4285976,2017,1992,2023,TCHC,09,Davenport,55 RANKIN CRES,9,176,2023-10-05,94,94,0,45,3,2,2,N/A,3,2,3,3,3,2,N/A,N/A,3,3,3,3,3,3,3,2,N/A,N/A,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,1,3,3,3,3,3,2,3,3,3,3,S0929,43.65782687,-79.44623861,309108.405,4835149.792
2202,4285976,2017,1992,2025,TCHC,09,Davenport,55 RANKIN CRES,9,176,2025-06-20,94,94,0,46,3,3,2,3,3,1,3,1,N/A,3,N/A,N/A,3,3,3,3,3,3,3,3,3,N/A,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,S0929,43.65782687,-79.44623861,309108.405,4835149.792
2203,4152924,2017,1992,2024,TCHC,09,Davenport,77 RANKIN CRES,7,121,2024-09-25,92,92,0,41,3,3,3,N/A,N/A,2,N/A,2,3,3,N/A,N/A,3,3,2,2,3,N/A,3,3,N/A,N/A,N/A,2,3,3,3,3,2,2,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,S0929,43.65839104,-79.44616115,309135.503,4835156.725
2204,4153870,2017,1959,2024,PRIVATE,15,Don Valley West,56 RANLEIGH AVE,4,74,2024-08-20,93,93,0,40,3,3,N/A,N/A,3,2,3,3,N/A,3,N/A,N/A,3,3,3,3,3,3,3,1,3,N/A,N/A,3,3,N/A,3,3,3,3,3,N/A,3,N/A,3,2,3,1,3,3,3,3,3,3,3,3,3,3,3,3,N1525,43.72824329,-79.40122205,312742.165,4842925.987
2205,4153869,2017,1950,2023,PRIVATE,15,Don Valley West,153 RANLEIGH AVE,4,32,2023-10-24,88,88,0,40,3,3,2,3,3,1,3,3,2,3,N/A,N/A,3,3,3,2,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,2,2,2,3,3,N/A,2,2,3,3,2,3,2,2,3,3,3,3,3,1,3,3,N1525,43.72824302,-79.39810499,312993.279,4842926.261
2206,4153869,2017,1950,2025,PRIVATE,15,Don Valley West,153 RANLEIGH AVE,4,32,2025-10-29,94,94,0,39,3,3,3,3,3,2,N/A,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,2,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,2,3,2,3,N/A,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,N1525,43.72824302,-79.39810499,312993.279,4842926.261
2207,4152633,2017,1955,2024,PRIVATE,21,Scarborough Centre,1 RANNOCK ST,4,30,2024-08-22,94,94,0,46,3,3,3,N/A,3,2,3,2,3,3,3,N/A,3,3,3,3,2,3,3,3,3,N/A,N/A,2,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2131,43.72799189,-79.3000339,320894.507,4842911.689
2208,4152628,2017,1955,2023,PRIVATE,21,Scarborough Centre,4 RANNOCK ST,4,26,2023-06-23,96,96,0,39,3,3,3,N/A,3,3,N/A,3,1,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,1,1,3,1,3,3,E2131,43.72841549,-79.30060565,320848.332,4842958.639
2209,4152628,2017,1955,2025,PRIVATE,21,Scarborough Centre,4 RANNOCK ST,4,26,2025-09-24,95,95,0,38,3,3,N/A,N/A,N/A,3,N/A,2,3,2,2,N/A,3,3,3,3,3,N/A,3,3,3,N/A,3,3,3,N/A,N/A,N/A,2,3,3,N/A,3,N/A,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2131,43.72841549,-79.30060565,320848.332,4842958.639
2210,4152634,2017,1959,2023,PRIVATE,21,Scarborough Centre,5 RANNOCK ST,4,28,2023-06-23,85,85,0,39,3,3,3,N/A,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,3,2,2,2,3,N/A,1,3,3,1,2,3,2,3,1,1,1,1,1,1,1,1,E2131,43.72849771,-79.29918023,320963.145,4842968.046
2211,4152634,2017,1959,2025,PRIVATE,21,Scarborough Centre,5 RANNOCK ST,4,28,2025-09-24,86,86,0,37,3,3,3,N/A,3,3,N/A,2,3,3,N/A,N/A,3,1,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,N/A,N/A,N/A,2,3,2,N/A,3,N/A,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,E2131,43.72849771,-79.29918023,320963.145,4842968.046
2212,4152629,2017,1955,2024,PRIVATE,21,Scarborough Centre,8 RANNOCK ST,4,33,2024-08-22,94,94,0,40,3,3,3,N/A,3,2,N/A,2,2,3,N/A,N/A,3,3,3,3,3,N/A,3,3,2,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2131,43.72870849,-79.30006027,320891.929,4842992.248
2213,4155397,2018,1952,2024,PRIVATE,02,Etobicoke Centre,440 RATHBURN RD,7,80,2024-08-19,90,90,0,40,3,3,N/A,N/A,3,2,3,2,3,3,N/A,N/A,3,3,2,3,3,N/A,N/A,3,3,N/A,N/A,2,3,N/A,3,3,2,2,3,3,2,N/A,2,3,3,1,3,3,2,3,3,3,3,3,3,3,3,3,W0225,43.65426743,-79.57140613,299024.393,4834705.336
2214,4153808,2017,1959,2023,PRIVATE,15,Don Valley West,57 RAWLINSON AVE,4,36,2023-08-11,90,90,0,43,3,2,3,2,1,3,3,3,2,2,N/A,N/A,3,2,3,3,3,N/A,3,2,3,N/A,N/A,1,3,N/A,3,3,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1537,43.70967157,-79.38770503,313834.207,4840863.223
2215,4153808,2017,1959,2025,PRIVATE,15,Don Valley West,57 RAWLINSON AVE,4,36,2025-10-29,96,96,0,39,3,3,3,N/A,N/A,2,N/A,3,3,3,N/A,N/A,3,3,3,3,3,3,3,2,3,N/A,N/A,3,3,N/A,N/A,N/A,3,2,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1537,43.70967157,-79.38770503,313834.207,4840863.223
